"Product Name","Excerpt","Type","Price","Sale Price","Category","Featured Image","Featured Image Thumbnail","Featured Image (Embed)","Featured Image Title","Featured Image Caption","Featured Image Alternative Text","Featured Image Description","Product Gallery","Product Gallery Title","Product Gallery Thumbnail","Product Gallery Caption","Product Gallery (Embed)","Product Gallery Alt","Product Gallery Description","WordPress SEO - Focus Keyword","Attribute: Color","Attribute: Types","WordPress SEO - Meta Description","WordPress SEO - SEO Title"
"نوبيان هيرتيج-لوشن الجسم الباتشولي والبوريتي 384 مل","<strong>نوبيان هيرتيج-لوشن الجسم الباتشولي والبوريتي 384 مل :</strong>
<ul>
 	<li>شد & وتوحيد لون البشرة</li>
 	<li>مصنوع من: زيت بذور نبات وردة المسك</li>
 	<li>معتمد بشهادة مؤسسة B</li>
 	<li>بدون إيذاء أي حيوانات</li>
 	<li>مكونات متداولة وفقًا لأخلاقيات التجارة</li>
 	<li>تم إنتاجه من مصادر مستدامة</li>
 	<li>غير مختبر على الحيوانات</li>
 	<li>دهان للجسم حلو وحاد الرائحة تم تصنيعه باستخدام زيت الباتشولي العطري وزيت بوريتي الغني بالعناصر المغذية. زبدة الشيا وفيتامين هـ وزيت بذور وردة المسك يرطبون البشرة ويتركوها نضرة ومتجددة. يترك البشرة ناعمة ولطيفة.</li>
 	<li><strong>بدايات متواضعة</strong>

وُلِدت شركة Nubian Heritage من بنات أفكار اثنين من الباعة الجوالين في نيويورك. في عام 1992، تخرج ريتش ونيما من الكلية بدون وظائف، وأخذا على عاتقهما مهمة إنتاج منتجات طبيعية فاخرة من الوصفات الأفريقية التقليدية مع مكونات التجارة العادلة. واليوم تقدم Nubian Heritage منتجات طبيعية من الوصفات الشعبية الأصيلة المستوحاة من فلسفات الشفاء العالمية القديمة. رغم أن منتجات Nubian Heritage لم تعد تُصنَّع في أحواض الاستحمام؛ لم يتغير في شركتنا سوى القليل، فمازلنا نُصنِّع منتجاتنا بأنفسنا من مكونات متداولة وفقاً لممارسات التجارة العادلة، ونستثمر في التبادل التجاري المجتمعي.</li>
</ul>","Simple Product","86.25","","العناية|العناية>العناية بالبشرة|العناية>العناية بالجسم|العناية>نوبيان","https://meralll.com/wp-content/uploads/2021/04/9yncdclhh6oK4Il8iyybyubaYIsldihOrZnXoqL9.jpeg","https://meralll.com/wp-content/uploads/2021/04/9yncdclhh6oK4Il8iyybyubaYIsldihOrZnXoqL9-150x150.jpeg","","9yncdclhh6oK4Il8iyybyubaYIsldihOrZnXoqL9","","","","","","","","","","","","","","دهان للجسم حلو وحاد الرائحة تم تصنيعه باستخدام زيت الباتشولي العطري وزيت بوريتي الغني بالعناصر المغذية. زبدة الشيا وفيتامين هـ","%%title%% %%page%% %%sep%% %%sitename%% زيت بذور نبات وردة المسك"
"جل الصبار ناتشر ريبورت 300مل","<strong>جل مهدئ ومرطب بخلاصة الصبار :</strong>
<ul>
 	<li>يوفر الجل سريع الامتصاص إحساساً منعشاً للبشرة</li>
 	<li>تأثير مهدئ ومرطب - يوفر تأثيرات مهدئة ومرطبة للبشرة الحساسة</li>
 	<li>يجعل البشرة صحية - يحافظ على صحة سطح الوجه والجسم</li>
 	<li>يحتوي هذا الجل المهدئ على الصبار العضوي المعتمد من California CCDF وهو خفيف على البشرة. جيد لترطيب الوجه والذراعين والسماح والشعر. ترطيب فوري بدون ملمس لزج.</li>
</ul>","Simple Product","33.35","","العناية|العناية>العناية بالبشرة|العناية>العناية بالجسم|العناية>العناية بالقدم|العناية>العناية باليدين|العناية>نيتشر ريبورت","https://meralll.com/wp-content/uploads/2021/04/Dw9xlyWUG2i6dU6DqrA9gWVcc34CaSSkWqmLvsVa.jpeg","https://meralll.com/wp-content/uploads/2021/04/Dw9xlyWUG2i6dU6DqrA9gWVcc34CaSSkWqmLvsVa-150x150.jpeg","","Dw9xlyWUG2i6dU6DqrA9gWVcc34CaSSkWqmLvsVa","","","","https://meralll.com/wp-content/uploads/2021/04/HIC3LzOkNZG0ZjfbFOp979Z0LLI8yAFpgFF25Aak.jpeg|https://meralll.com/wp-content/uploads/2021/04/oX4ZmUH9Q5yRhU3I9XEL4rzTYiHtR9gTMZP3NsoY.jpeg","","https://meralll.com/wp-content/uploads/2021/04/HIC3LzOkNZG0ZjfbFOp979Z0LLI8yAFpgFF25Aak-150x150.jpeg|https://meralll.com/wp-content/uploads/2021/04/oX4ZmUH9Q5yRhU3I9XEL4rzTYiHtR9gTMZP3NsoY-150x150.jpeg","","","","","","","","يوفر الجل سريع الامتصاص إحساساً منعشاً للبشرة تأثير مهدئ ومرطب - يوفر تأثيرات مهدئة ومرطبة للبشرة الحساسة يجعل البشرة صحية - يحافظ على صحة","%%title%% %%page%% %%sep%% %%sitename%% جل مهدئ ومرطب بخلاصة الصبار"
"نوبيان هيريتيج-غسول الجسم الباتشولي والبوريتي 348 مل","<strong>نوبيان هيريتيج-غسول الجسم الباتشولي والبوريتي 348 مل :</strong>
<ul>
 	<li>شد & وتوحيد لون البشرة</li>
 	<li>مصنوع من: زيت بذور نبات وردة المسك</li>
 	<li>معتمد بشهادة مؤسسة B</li>
 	<li>بدون إيذاء أي حيوانات</li>
 	<li>مكونات متداولة وفقًا لأخلاقيات التجارة</li>
 	<li>تم إنتاجه من مصادر مستدامة</li>
 	<li>غير مختبر على الحيوانات</li>
 	<li>دهان للجسم حلو وحاد الرائحة تم تصنيعه باستخدام زيت الباتشولي العطري وزيت بوريتي الغني بالعناصر المغذية. زبدة الشيا وفيتامين هـ وزيت بذور وردة المسك يرطبون البشرة ويتركوها نضرة ومتجددة. يترك البشرة ناعمة ولطيفة.</li>
 	<li><strong>بدايات متواضعة</strong>

وُلِدت شركة Nubian Heritage من بنات أفكار اثنين من الباعة الجوالين في نيويورك. في عام 1992، تخرج ريتش ونيما من الكلية بدون وظائف، وأخذا على عاتقهما مهمة إنتاج منتجات طبيعية فاخرة من الوصفات الأفريقية التقليدية مع مكونات التجارة العادلة. واليوم تقدم Nubian Heritage منتجات طبيعية من الوصفات الشعبية الأصيلة المستوحاة من فلسفات الشفاء العالمية القديمة. رغم أن منتجات Nubian Heritage لم تعد تُصنَّع في أحواض الاستحمام؛ لم يتغير في شركتنا سوى القليل، فمازلنا نُصنِّع منتجاتنا بأنفسنا من مكونات متداولة وفقاً لممارسات التجارة العادلة، ونستثمر في التبادل التجاري المجتمعي.</li>
</ul>","Simple Product","86.25","","العناية|العناية>العناية بالبشرة|العناية>العناية بالجسم|العناية>نوبيان","https://meralll.com/wp-content/uploads/2021/04/5ooxfypLXQS5dln3cvC2U9EjWlNUZGqDY7LsZOjM.jpg","https://meralll.com/wp-content/uploads/2021/04/5ooxfypLXQS5dln3cvC2U9EjWlNUZGqDY7LsZOjM-150x150.jpg","","5ooxfypLXQS5dln3cvC2U9EjWlNUZGqDY7LsZOjM","","","","","","","","","","","","","","دهان للجسم حلو وحاد الرائحة تم تصنيعه باستخدام زيت الباتشولي العطري وزيت بوريتي الغني بالعناصر المغذية. زبدة الشيا وفيتامين هـ",""
"كريم تشقير شعر الوجه والجسم من انرجي كوزمتكس","<p class=""ql-align-right""><strong>كريم تشقير شعر الوجه والجسم من انرجي كوزمتكس:</strong></p>

<ul>
 	<li class=""ql-align-right"">تركيبة لطيفة ومثالية لتشقير شعر الوجه والجسم فعالة حتى للشعر الداكن.</li>
 	<li class=""ql-align-right"">تركيبته تسمح للاكسجين بالوصول للجلد، وتتميز بسهولة الاستخدام وتغيير لون الشعر بسرعة.</li>
 	<li class=""ql-align-right"">يمنحك نتائج مثالية ويناسب جميع أنواع الشعر.</li>
</ul>","Simple Product","23.00","","العناية|العناية>العناية بالجسم|العناية>العناية بالشعر|العناية>العناية بالوجه|العناية>العناية باليدين","https://meralll.com/wp-content/uploads/2021/04/5XdzC4BZDZvStYOey6pSyvo5ifNVuKrTMApg7TZx.jpg","https://meralll.com/wp-content/uploads/2021/04/5XdzC4BZDZvStYOey6pSyvo5ifNVuKrTMApg7TZx-150x150.jpg","","5XdzC4BZDZvStYOey6pSyvo5ifNVuKrTMApg7TZx","","","","https://meralll.com/wp-content/uploads/2021/04/n32v0qfWZxqSXvX8HxxmzyGOiJTzeukeRTFSZKPT.jpg","","https://meralll.com/wp-content/uploads/2021/04/n32v0qfWZxqSXvX8HxxmzyGOiJTzeukeRTFSZKPT-150x150.jpg","","","","","","","","تركيبة لطيفة ومثالية لتشقير شعر الوجه والجسم فعالة حتى للشعر الداكن. تركيبته تسمح للاكسجين بالوصول للجلد، وتتميز بسهولة الاستخدام","%%title%% %%page%% %%sep%% %%sitename%% كريم تشقير شعر الوجه والجسم"
"معجون اسنان تبييض فائق من ارم اند هامر - قطعتين","<p class=""ql-align-right""><strong>معجون اسنان تبييض فائق من ارم & هامر:</strong></p>

<ul>
 	<li class=""ql-align-right"">معجون مبيض ولطيف يعمل على تنظيف الاسنان وحماية اللثة.</li>
 	<li class=""ql-align-right"">يحتوي على صودا الخبز التي توازن الاحماض بشكل فعال لتمنحك اسنان مثالية ولثة قوية.</li>
 	<li class=""ql-align-right"">يجعلك تحصل على اسنان بيضاء وابتسامة صحية.</li>
</ul>","Simple Product","66.70","","العناية|العناية>العناية بالفم","https://meralll.com/wp-content/uploads/2021/04/QYVqEs5gXMLIA5ERs68ZKhjJXeHsysH9rLKAoFTo.png","https://meralll.com/wp-content/uploads/2021/04/QYVqEs5gXMLIA5ERs68ZKhjJXeHsysH9rLKAoFTo-150x150.png","","QYVqEs5gXMLIA5ERs68ZKhjJXeHsysH9rLKAoFTo","","","","https://meralll.com/wp-content/uploads/2021/04/WXykB8lyweh3aPy2q5pmay7s3rv5jzLlH6jF17oe.jpg|https://meralll.com/wp-content/uploads/2021/04/UpIU3pYomRmH4cR6qP7IwFcmKvH0loRB22GqyQPM.jpg","","https://meralll.com/wp-content/uploads/2021/04/WXykB8lyweh3aPy2q5pmay7s3rv5jzLlH6jF17oe-150x150.jpg|https://meralll.com/wp-content/uploads/2021/04/UpIU3pYomRmH4cR6qP7IwFcmKvH0loRB22GqyQPM-150x150.jpg","","","","","","","","معجون مبيض ولطيف يعمل على تنظيف الاسنان وحماية اللثة. يحتوي على صودا الخبز التي توازن الاحماض بشكل فعال لتمنحك اسنان مثالية ولثة قوية.","%%title%% %%page%% %%sep%% %%sitename%% معجون اسنان تبييض فائق"
"رموش نورة بوعوض n","<strong> رموش نورة بوعوض n الاصلية N :</strong>
<ul>
 	<li>ذات الرمز ان التي تعطي انطباع للرموش المرتبةوالمدرجة بشكل تدريجي جميل ومرتب.</li>
</ul>","Simple Product","115.00","","المكياج>العيون>نورا بو عوض|المكياج>رموش","https://meralll.com/wp-content/uploads/2021/04/DrAEPJswvKGxnIspoHAuRYeIFBOdmjdY1akDbMll.jpg","https://meralll.com/wp-content/uploads/2021/04/DrAEPJswvKGxnIspoHAuRYeIFBOdmjdY1akDbMll-150x150.jpg","","DrAEPJswvKGxnIspoHAuRYeIFBOdmjdY1akDbMll","","","","https://meralll.com/wp-content/uploads/2021/04/kRltEfD5Ad5IwvJNuFoDMVmdcYLzJodqWWCT3Fpa.jpg","","https://meralll.com/wp-content/uploads/2021/04/kRltEfD5Ad5IwvJNuFoDMVmdcYLzJodqWWCT3Fpa-150x150.jpg","","","","","","","","رموش نورة بوعوض n الاصلية N : ذات الرمز ان التي تعطي انطباع للرموش المرتبةوالمدرجة بشكل تدريجي جميل ومرتب.","%%title%% %%page%% %%sep%% %%sitename%% رموش نورة بوعوض n الاصلية N"
"رموش نورة بوعوض w","<strong>رموش نورة بوعوض w دبليو الاصلية :</strong>
<ul>
 	<li>الرموش الكثيفة المدرجة تدريج طبيعي تعطي للعيون المظهر الجذاب المميز المسحوب الى الخارج.</li>
</ul>","Simple Product","115.00","","المكياج>العيون>نوره بوعوض|المكياج>رموش","https://meralll.com/wp-content/uploads/2021/04/TpJuXEO3dIVJdVUqqmGjEb58SabJpbNWlxmbLrsp.jpg","https://meralll.com/wp-content/uploads/2021/04/TpJuXEO3dIVJdVUqqmGjEb58SabJpbNWlxmbLrsp-150x150.jpg","","TpJuXEO3dIVJdVUqqmGjEb58SabJpbNWlxmbLrsp","","","","https://meralll.com/wp-content/uploads/2021/04/kRltEfD5Ad5IwvJNuFoDMVmdcYLzJodqWWCT3Fpa.jpg","","https://meralll.com/wp-content/uploads/2021/04/kRltEfD5Ad5IwvJNuFoDMVmdcYLzJodqWWCT3Fpa-150x150.jpg","","","","","","","","رموش نورة بوعوض w دبليو الاصلية : الرموش الكثيفةالمدرجة تدريج طبيعي تعطي للعيون المظهر الجذاب المميز المسحوب الى الخارج.","%%title%% %%page%% %%sep%% %%sitename%% رموش نورة بوعوض w دبليو الاصلية"
"رموش نورة بوعوض u يو :","<strong>رموش نورة بوعوض u يو :</strong>
<ul>
 	<li>الرموش الاكثر كثافة من نورا بوعوض رغم انها تعطي مظهرا طبيعيا ومدرجا بشكل احترافي يعطي توسيع للعينين.</li>
</ul>","Simple Product","115.00","","المكياج>العيون>نورا بو عوض|المكياج>رموش","https://meralll.com/wp-content/uploads/2021/04/YWfDbURifw2dTlqOhYPBtaMrzo9Se6UGn3Q1Z2rb.jpg","https://meralll.com/wp-content/uploads/2021/04/YWfDbURifw2dTlqOhYPBtaMrzo9Se6UGn3Q1Z2rb-150x150.jpg","","YWfDbURifw2dTlqOhYPBtaMrzo9Se6UGn3Q1Z2rb","","","","https://meralll.com/wp-content/uploads/2021/04/kRltEfD5Ad5IwvJNuFoDMVmdcYLzJodqWWCT3Fpa.jpg","","https://meralll.com/wp-content/uploads/2021/04/kRltEfD5Ad5IwvJNuFoDMVmdcYLzJodqWWCT3Fpa-150x150.jpg","","","","","","","","رموش نورة بوعوض u يو : الرموش الاكثر كثافة من نورا بوعوض رغم انها تعطي مظهرا طبيعيا ومدرجا بشكل احترافي يعطي توسيع للعينين.","%%title%% %%page%% %%sep%% %%sitename%% رموش نورة بوعوض u يو :"
"رموش نورة بوعوض a ايه :","<strong>رموش نورة بوعوض a ايه :</strong>
<ul>
 	<li>الرموش ذات المنظر الطبيعي للعيون التي تعطي كثافة عالية للرموش بالرغم من اعطائها المنظر الطبيعي.</li>
</ul>","Simple Product","115.00","","المكياج>العيون>نورا بو عوض|المكياج>رموش","https://meralll.com/wp-content/uploads/2021/04/c4SWxfE9kq7bcI7Kb1fcxKtZ8OeUOkqcXFN6Vguv.jpg","https://meralll.com/wp-content/uploads/2021/04/c4SWxfE9kq7bcI7Kb1fcxKtZ8OeUOkqcXFN6Vguv-150x150.jpg","","c4SWxfE9kq7bcI7Kb1fcxKtZ8OeUOkqcXFN6Vguv","","","","https://meralll.com/wp-content/uploads/2021/04/8jRwlOD7AJnBXTexr0PDKBsSumprJJ4qwhjz6IaX.jpg","","https://meralll.com/wp-content/uploads/2021/04/8jRwlOD7AJnBXTexr0PDKBsSumprJJ4qwhjz6IaX-150x150.jpg","","","","","","","","رموش نورة بوعوض a ايه : الرموش ذات المنظر الطبيعي للعيون التي تعطي كثافة عالية للرموش بالرغم من اعطائها المنظر الطبيعي.","رموش نورة بوعوض a ايه : الرموش ذات المنظر الطبيعي للعيون التي تعطي كثافة عالية للرموش"
"رموش نورة بوعوض h","<strong>رموش نورة بوعوض h اتش :</strong>
<ul>
 	<li>رموش نورة بوعوض اتش الرموش المكثفة والمدرجة تدريج جميل رغم التشابك المتقن مابين الرموش نفسها .</li>
</ul>","Simple Product","115.00","","المكياج>العيون>نوره بوعوض|المكياج>رموش","https://meralll.com/wp-content/uploads/2021/04/rxQNFRp4z7hzgDMfwLjrV1j4PW5JT7SwmDKINd8H.jpg","https://meralll.com/wp-content/uploads/2021/04/rxQNFRp4z7hzgDMfwLjrV1j4PW5JT7SwmDKINd8H-150x150.jpg","","rxQNFRp4z7hzgDMfwLjrV1j4PW5JT7SwmDKINd8H","","","","","","","","","","","","","","رموش نورة بوعوض h اتش :رموش نورة بوعوض اتش الرموش المكثفة والمدرجة تدريج جميل رغم التشابك المتقن مابين الرموش نفسها .","%%title%% %%page%% %%sep%% %%sitename%% رموش نورة بوعوض h اتش : المكثفة"
"رموش نورة بوعوض mini n","<strong>رموش نورة بوعوض mini n ميني ان :</strong>
<ul>
 	<li>رموش ميني ان الرموش الناعمة الجميلة ذات التكثيف و التطويل الطبيعي لاعطاء المظهر الطبيعي للعيون والناعم .</li>
</ul>","Simple Product","115.00","","المكياج>العيون>نوره بوعوض|المكياج>رموش","https://meralll.com/wp-content/uploads/2021/04/qSVqpk4wNCWG2zRdXg6KqS9Chc6kLbAbOTXcjT3q.jpg","https://meralll.com/wp-content/uploads/2021/04/qSVqpk4wNCWG2zRdXg6KqS9Chc6kLbAbOTXcjT3q-150x150.jpg","","qSVqpk4wNCWG2zRdXg6KqS9Chc6kLbAbOTXcjT3q","","","","https://meralll.com/wp-content/uploads/2021/04/dTTzOvGLowsSjZFyQiXnBaq8W6F87p7mOlwRSH9h.jpg","","https://meralll.com/wp-content/uploads/2021/04/dTTzOvGLowsSjZFyQiXnBaq8W6F87p7mOlwRSH9h-150x150.jpg","","","","","","","","رموش نورة بوعوض mini n ميني ان :رموش ميني ان الرموش الناعمة الجميلة ذات التكثيف و التطويل الطبيعي لاعطاء المظهر الطبيعي للعيون والناعم .","%%title%% %%page%% %%sep%% %%sitename%% رموش نورة بوعوض mini n"
"رموش نورة بوعوض f","<strong>رموش نورة بوعوض f :</strong>

رموش نوره بوعوض ايف المدرجة تدريج مرتب من الاصغر للاكبر ومتباعدين ومصفوفين باحترافية كبيرة لتظهر العين كانها مسحوبة سحبة الى الخارج بشكل جميل  وطبيعي وملفت للنظر لكل من يراها .","Simple Product","115.00","","المكياج>العيون>نوره بوعوض|المكياج>رموش","https://meralll.com/wp-content/uploads/2021/04/vemteJtrZRVHCFmwo8XHFD0JpYjYliWiqGMCQIOA.jpg","https://meralll.com/wp-content/uploads/2021/04/vemteJtrZRVHCFmwo8XHFD0JpYjYliWiqGMCQIOA-150x150.jpg","","vemteJtrZRVHCFmwo8XHFD0JpYjYliWiqGMCQIOA","","","","https://meralll.com/wp-content/uploads/2021/04/7IohSeXMQZlECIoG2axnjHrjp7yE9emQWfWmScIF.jpg","","https://meralll.com/wp-content/uploads/2021/04/7IohSeXMQZlECIoG2axnjHrjp7yE9emQWfWmScIF-150x150.jpg","","","","","","","","رموش نورة بوعوض f :رموش نوره بوعوض ايف المدرجة تدريج مرتب من الاصغر للاكبر ومتباعدين ومصفوفين باحترافية كبيرة لتظهر العين كانها مسحوبة .","%%title%% %%page%% %%sep%% %%sitename%% رموش نورة بوعوض f ايف المميزة ."
"رموش نورة بوعوض clear band 2","<strong>رموش نورة بوعوض clear band 2 : </strong>
<ul>
 	<li>كلير باند 2 من اكثر رموش نوره بو عوض تميزا وطلبا .</li>
 	<li>تتميز بالمنظر الطبيعي للعيون رغم الكثافة والطول التي تظهر بها رموشك.</li>
 	<li>عيون كبيرة ورموش ممتلئة وكثيفة.</li>
</ul>","Simple Product","115.00","","المكياج>العيون>نورا بو عوض|المكياج>رموش","https://meralll.com/wp-content/uploads/2021/04/yxZLxjVTQdUuz6xrog4bYdrrsEVQ2ZdCOmnAkns7.jpg","https://meralll.com/wp-content/uploads/2021/04/yxZLxjVTQdUuz6xrog4bYdrrsEVQ2ZdCOmnAkns7-150x150.jpg","","yxZLxjVTQdUuz6xrog4bYdrrsEVQ2ZdCOmnAkns7","","","","","","","","","","","","","","رموش نورة بوعوضclear band 2 : كلير باند 2من اكثر رموش نوره بوعوض تميزا تتميز منظر طبيعي للعيون رغم الكثافة والطول التي تظهر فيها رموشك.","%%title%% %%page%% %%sep%% %%sitename%% رموش نورة بوعوض clear band 2"
"جهاز تسخين الشمع من اوكيما - OK442","<p class=""ql-align-right""><strong>جهاز تسخين الشمع من اوكيما :</strong></p>

<ul>
 	<li class=""ql-align-right"">يعتبر من افضل الطرق المبتكرة والصحية لإزالة الشعر من الجسم.</li>
 	<li class=""ql-align-right"">يمكنك تسخين جميع انواع الشمع، بالاضافة إلى انها تحتوي على حاوية شمع مصنوعة من الالمنيوم.</li>
 	<li class=""ql-align-right"">اختيار مثالي لمظهر بشرة متألق بلا شوائب.</li>
 	<li class=""ql-align-right""><strong>عن المنتج:</strong></li>
 	<li class=""ql-align-right"">صنع في الصينز</li>
 	<li class=""ql-align-right"">الجهد الكهربائي: 220 - 240فولت.</li>
 	<li class=""ql-align-right"">التحكم بدرجة الحرارة.</li>
 	<li class=""ql-align-right"">الجهاز ياتي بدون شمع.</li>
</ul>","Simple Product","142.60","","أجهزة و أدوات|أجهزة و أدوات>أجهزة الجسم|أجهزة و أدوات>أجهزه الوجه>اوكيما","https://meralll.com/wp-content/uploads/2021/04/5n2j2rZakRqvLD1tC8Q9eeGfPm0hYjFZq2dT9oaA.jpg","https://meralll.com/wp-content/uploads/2021/04/5n2j2rZakRqvLD1tC8Q9eeGfPm0hYjFZq2dT9oaA-150x150.jpg","","5n2j2rZakRqvLD1tC8Q9eeGfPm0hYjFZq2dT9oaA","","","","","","","","","","","","","","يعتبر من افضل الطرق المبتكرة والصحية لإزالة الشعر من الجسم.- يمكنك تسخين جميع انواع الشمع، بالاضافة إلى انها تحتوي على حاوية شمع","%%title%% %%page%% %%sep%% %%sitename%% جهاز تسخين الشمع من اوكيما"
"ريبون-جهاز تنظيف القدم ريبون4×1","<strong>ريبون-جهاز تنظيف القدم ريبون4×1 :</strong>
<ul>
 	<li class=""ql-align-right"">جهاز تنظيف القدم ريبون RC-006 .</li>
 	<li class=""ql-align-right"">جهاز كهربائي للتمريض متعدد الوضائف من باديكير بتصميم جديد مظهر فريد للقاعده مجهز براس الفولاذ المقاوم للصدأ مفتاح للايقاف والتشغيل مفتحاح لتزويد السرعه .</li>
 	<li class=""ql-align-right"">متعدد الوضائف جديد وعصري 4*1 يساعد في تنظيف القدم وازالة ا االقشور وتشقق القدم وازالة الجلد الميت .</li>
 	<li class=""ql-align-right"">يتكون من ململع خام /رمل لامع /رمل فضي لامع .</li>
 	<li class=""ql-align-right"">ضمان سنتين .</li>
</ul>","Simple Product","97.75","","أجهزة و أدوات|أجهزة و أدوات>أجهزة القدم|أجهزة و أدوات>ريبون|المكياج>الادوات وفرش التجميل>ريبون","https://meralll.com/wp-content/uploads/2021/04/3m8X1r2Va0iK6Avaw6dGwdPR1oLNPKrc5YDMUTfu.jpg","https://meralll.com/wp-content/uploads/2021/04/3m8X1r2Va0iK6Avaw6dGwdPR1oLNPKrc5YDMUTfu-150x150.jpg","","3m8X1r2Va0iK6Avaw6dGwdPR1oLNPKrc5YDMUTfu","","","","","","","","","","","","","","جهاز كهربائي للتمريض متعدد الوضائف من باديكير بتصميم جديد مظهر فريد للقاعده مجهز براس الفولاذ المقاوم للصدأ مفتاح للايقاف والتشغيل","%%title%% %%page%% %%sep%% %%sitename%% جهاز تنظيف القدم ريبون RC-006"
"ازورا-مقوي الاظافر AZURA","<strong>ازورا-مقوي الاظافر AZURA :</strong>
<ul>
 	<li>يعمل على تقوية الأظافر الهشة والرقيقة، لتنمو قوية دون أن تتعرض للكسر او التقصف.</li>
 	<li>تمنحك لمعان صحي حيث يمكنك الحصول على نتيجة فعالة خلال 10 أيام من الاستعمال المنتظم.</li>
 	<li>يتميز بتركيبة مميزة تجف سريعاً بعد وضعها على الأظافر.</li>
 	<li>اختيار مثالي لمقوي أظافر فعال ورائع.</li>
</ul>","Simple Product","207.00","","العناية|العناية>العناية بالأظافر|العناية>العناية بالأظافر>ازورا","https://meralll.com/wp-content/uploads/2021/04/f0cftXVBwfPP3UM8hr89NIGpCiolc2nDVosQkhw4.jpg","https://meralll.com/wp-content/uploads/2021/04/f0cftXVBwfPP3UM8hr89NIGpCiolc2nDVosQkhw4-150x150.jpg","","f0cftXVBwfPP3UM8hr89NIGpCiolc2nDVosQkhw4","","","","https://meralll.com/wp-content/uploads/2021/04/uVNRwZWvBd57inLpK2d92oMpqEzzdVUhgZHEkifq.jpg|https://meralll.com/wp-content/uploads/2021/04/3P3z2XpAR1rB2GUcGyqyIHlOYOS6y5QKWom9Lgtx.jpg|https://meralll.com/wp-content/uploads/2021/04/VLCVxmdR7SU9eVCWC1Hi4AWiBOO8JyiFiiLFfeQg.jpg","","https://meralll.com/wp-content/uploads/2021/04/uVNRwZWvBd57inLpK2d92oMpqEzzdVUhgZHEkifq-150x150.jpg|https://meralll.com/wp-content/uploads/2021/04/3P3z2XpAR1rB2GUcGyqyIHlOYOS6y5QKWom9Lgtx-150x150.jpg|https://meralll.com/wp-content/uploads/2021/04/VLCVxmdR7SU9eVCWC1Hi4AWiBOO8JyiFiiLFfeQg-150x150.jpg","","","","","","","","يعمل على تقوية الأظافر الهشة والرقيقة، لتنمو قوية دون أن تتعرض للكسر او التقصف.تمنحك لمعان صحي حيث يمكنك الحصول على نتيجة فعالة","%%title%% %%page%% %%sep%% %%sitename%% يعمل على تقوية الأظافر الهشة والرقيقة،"
"مزيل مقوي ازورا AZURA","<strong>مزيل مقوي ازورا AZURA :</strong>
<ul>
 	<li>ازورا من افضل الماركات المسجلة للحفاظ والعناية بالاظافر .</li>
 	<li>مزيل مناكير قوي يزيلها ويمسحها بكل سهولة مع الحفاظ على الاظافر .</li>
</ul>","Simple Product","57.50","","العناية|العناية>العناية بالأظافر|العناية>العناية بالأظافر>ازورا","https://meralll.com/wp-content/uploads/2021/04/uCVxYOBiU6dN15KA2Gv247UnejbVCwGRZbb3PgdK.jpg","https://meralll.com/wp-content/uploads/2021/04/uCVxYOBiU6dN15KA2Gv247UnejbVCwGRZbb3PgdK-150x150.jpg","","uCVxYOBiU6dN15KA2Gv247UnejbVCwGRZbb3PgdK","","","","","","","","","","","","","","مزيل مقوي ازورا AZURA :ازورا من افضل الماركات المسجلة للحفاظ والعناية بالاظافر .مزيل مناكير قوي يزيلها ويمسحها بكل سهولة مع الحفاظ عالاظافر .","%%title%% %%page%% %%sep%% %%sitename%% مزيل مقوي ازورا AZURA"
"جهاز السيلكون لتنظيف الوجه ريبون","<div class=""product-detials__desc"" data-shrink-height=""300"">

<strong>جهاز السيلكون لتنظيف الوجه ريبون :</strong>
<ul>
 	<li>فرشة السيلكون لتنظيف الوجه من ريبون تساعد على افراز الكوالجين في البشرة ضمان لمدة سنتين لدى شركة ريبون رقم الصيانه 920006752 .</li>
</ul>
</div>","Simple Product","103.50","","أجهزة و أدوات|أجهزة و أدوات>أجهزه الوجه|أجهزة و أدوات>ريبون|العناية|العناية>العناية بالوجه|المكياج>الادوات وفرش التجميل>ريبون","https://meralll.com/wp-content/uploads/2021/04/88PSmJ0hEKrv00nJzppvSfOazfuc1X1v0Miy33c7.jpg","https://meralll.com/wp-content/uploads/2021/04/88PSmJ0hEKrv00nJzppvSfOazfuc1X1v0Miy33c7-150x150.jpg","","88PSmJ0hEKrv00nJzppvSfOazfuc1X1v0Miy33c7","","","","https://meralll.com/wp-content/uploads/2021/04/uEoDdzgc3r65zKotgoE7SYZjZzI5z1hZ6mw6E45c.jpg","","https://meralll.com/wp-content/uploads/2021/04/uEoDdzgc3r65zKotgoE7SYZjZzI5z1hZ6mw6E45c-150x150.jpg","","","","","","","","فرشة السيلكون لتنظيف الوجه من ريبون تساعد على افراز الكوالجين في البشرة ضمان لمدة سنتين لدى شركة ريبون رقم الصيانه 920006752","%%title%% %%page%% %%sep%% %%sitename%% فرشة السيلكون لتنظيف الوجه من ريبون"
